36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
09:47:12.0 (527659)|USER_INFO|[EXTERNAL]|00541000001IQl9|wjw@stuff.com|Pacific Standard Time|GMT-08:00
09:47:12.0 (555893)|EXECUTION_STARTED
09:47:12.0 (559435)|CODE_UNIT_STARTED|[EXTERNAL]|TRIGGERS
09:47:12.0 (593434)|CODE_UNIT_STARTED|[EXTERNAL]|01q410000019tMZ|CheckSecretInformation on Case trigger event BeforeUpdate for [50041000003lmnp]
09:47:12.0 (637195)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
09:47:12.0 (673015)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
09:47:12.0 (1071335)|HEAP_ALLOCATE|[72]|Bytes:3
09:47:12.0 (1104628)|HEAP_ALLOCATE|[77]|Bytes:152
09:47:12.0 (1119098)|HEAP_ALLOCATE|[342]|Bytes:408
09:47:12.0 (1133069)|HEAP_ALLOCATE|[355]|Bytes:408
09:47:12.0 (1153588)|HEAP_ALLOCATE|[467]|Bytes:48
09:47:12.0 (1206384)|HEAP_ALLOCATE|[139]|Bytes:6
09:47:12.0 (1233882)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:2
09:47:12.0 (1352322)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:16
09:47:12.0 (1361018)|VARIABLE_SCOPE_BEGIN|[1]|this|CheckSecretInformation|true|false
09:47:12.0 (1421055)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x20e7c650
09:47:12.0 (1483939)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:16
09:47:12.0 (1494109)|VARIABLE_SCOPE_BEGIN|[1]|this|CheckSecretInformation|true|false
09:47:12.0 (1514502)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x20e7c650
09:47:12.0 (1522742)|STATEMENT_EXECUTE|[1]
09:47:12.0 (1525767)|STATEMENT_EXECUTE|[3]
09:47:12.0 (1531793)|HEAP_ALLOCATE|[3]|Bytes:44
09:47:12.0 (1881658)|HEAP_ALLOCATE|[50]|Bytes:5
09:47:12.0 (1912680)|HEAP_ALLOCATE|[56]|Bytes:5
09:47:12.0 (1928537)|HEAP_ALLOCATE|[64]|Bytes:7
09:47:12.0 (1985100)|VARIABLE_ASSIGNMENT|[3]|this.childCasesSubject|"Warning: Parent case (24 more) ..."|0x20e7c650
09:47:12.0 (1989754)|STATEMENT_EXECUTE|[6]
09:47:12.0 (1995880)|HEAP_ALLOCATE|[6]|Bytes:4
09:47:12.0 (2081002)|VARIABLE_ASSIGNMENT|[6]|this.secretKeywords|{"s":1,"v":[]}|0x20e7c650
09:47:12.0 (2085551)|STATEMENT_EXECUTE|[7]
09:47:12.0 (2096061)|HEAP_ALLOCATE|[7]|Bytes:11
09:47:12.0 (2131906)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
09:47:12.0 (2142184)|STATEMENT_EXECUTE|[8]
09:47:12.0 (2152107)|HEAP_ALLOCATE|[8]|Bytes:15
09:47:12.0 (2171512)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
09:47:12.0 (2177612)|STATEMENT_EXECUTE|[9]
09:47:12.0 (2186461)|HEAP_ALLOCATE|[9]|Bytes:3
09:47:12.0 (2209594)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
09:47:12.0 (2215602)|STATEMENT_EXECUTE|[10]
09:47:12.0 (2224730)|HEAP_ALLOCATE|[10]|Bytes:8
09:47:12.0 (2242400)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
09:47:12.0 (2247923)|STATEMENT_EXECUTE|[11]
09:47:12.0 (2256770)|HEAP_ALLOCATE|[11]|Bytes:10
09:47:12.0 (2274229)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
09:47:12.0 (2279645)|STATEMENT_EXECUTE|[14]
09:47:12.0 (2283973)|HEAP_ALLOCATE|[14]|Bytes:4
09:47:12.0 (2353227)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
09:47:12.0 (2365589)|VARIABLE_ASSIGNMENT|[14]|this.casesWithSecretInfo|{"s":1,"v":[]}|0x20e7c650
09:47:12.0 (2548166)|HEAP_ALLOCATE|[15]|Bytes:5
09:47:12.0 (2580570)|HEAP_ALLOCATE|[15]|Bytes:4
09:47:12.0 (2590002)|VARIABLE_SCOPE_BEGIN|[15]|myCase|Case|true|false
09:47:12.0 (3319654)|VARIABLE_ASSIGNMENT|[15]|myCase|{"Origin":"Phone","Status":"New","LastModifiedDate":"2016-12-29T16:46:55.000Z","IsDeleted":false,"Description":"BODYWEIGHT!","Priority":"Medium","Product_Has_Extended (12 more) ...":false,"IsClosed":false,"SystemModstamp":"2016-12-29T16:46:55.000Z","BusinessHoursId":"01m41000000XnfnAAC","CreatedById":"00541000001IQl9AAG","IsEscalated":false,"OwnerId":"00541000001IQl9AAG","CreatedDate":"2016-12-29T16:43:09.000Z","IsClosedOnCreate":false,"CaseNumber":"00001031","Id":"50041000003lmnpAAA","LastModifiedById":"00541000001IQl9AAG"}|0x59f44838
09:47:12.0 (3328915)|STATEMENT_EXECUTE|[15]
09:47:12.0 (3359093)|STATEMENT_EXECUTE|[16]
09:47:12.0 (3366963)|HEAP_ALLOCATE|[17]|Bytes:4
09:47:12.0 (3401154)|HEAP_ALLOCATE|[17]|Bytes:20
09:47:12.0 (3424967)|HEAP_ALLOCATE|[17]|Bytes:5
09:47:12.0 (3437136)|VARIABLE_SCOPE_BEGIN|[17]|keyword|String|false|false
09:47:12.0 (3444894)|VARIABLE_ASSIGNMENT|[17]|keyword|"Credit Card"
09:47:12.0 (3447672)|STATEMENT_EXECUTE|[17]
09:47:12.0 (3522363)|STATEMENT_EXECUTE|[18]
09:47:12.0 (3533364)|HEAP_ALLOCATE|[17]|Bytes:5
09:47:12.0 (3543621)|VARIABLE_SCOPE_BEGIN|[17]|keyword|String|false|false
09:47:12.0 (3550690)|VARIABLE_ASSIGNMENT|[17]|keyword|"Social Security"
09:47:12.0 (3552873)|STATEMENT_EXECUTE|[17]
09:47:12.0 (3573840)|STATEMENT_EXECUTE|[18]
09:47:12.0 (3582267)|HEAP_ALLOCATE|[17]|Bytes:5
09:47:12.0 (3591160)|VARIABLE_SCOPE_BEGIN|[17]|keyword|String|false|false
09:47:12.0 (3596531)|VARIABLE_ASSIGNMENT|[17]|keyword|"SSN"
09:47:12.0 (3598928)|STATEMENT_EXECUTE|[17]
09:47:12.0 (3618158)|STATEMENT_EXECUTE|[18]
09:47:12.0 (3626247)|HEAP_ALLOCATE|[17]|Bytes:5
09:47:12.0 (3634926)|VARIABLE_SCOPE_BEGIN|[17]|keyword|String|false|false
09:47:12.0 (3640316)|VARIABLE_ASSIGNMENT|[17]|keyword|"Passport"
09:47:12.0 (3642222)|STATEMENT_EXECUTE|[17]
09:47:12.0 (3660454)|STATEMENT_EXECUTE|[18]
09:47:12.0 (3668112)|HEAP_ALLOCATE|[17]|Bytes:5
09:47:12.0 (3676716)|VARIABLE_SCOPE_BEGIN|[17]|keyword|String|false|false
09:47:12.0 (3682207)|VARIABLE_ASSIGNMENT|[17]|keyword|"Bodyweight"
09:47:12.0 (3684101)|STATEMENT_EXECUTE|[17]
09:47:12.0 (3702627)|STATEMENT_EXECUTE|[18]
09:47:12.0 (3704290)|STATEMENT_EXECUTE|[19]
09:47:12.0 (3734166)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
09:47:12.0 (3741182)|STATEMENT_EXECUTE|[20]
09:47:12.0 (3745657)|HEAP_ALLOCATE|[20]|Bytes:5
09:47:12.0 (3810014)|HEAP_ALLOCATE|[20]|Bytes:18
09:47:12.0 (3821243)|HEAP_ALLOCATE|[20]|Bytes:24
09:47:12.0 (3832204)|HEAP_ALLOCATE|[20]|Bytes:57
09:47:12.0 (3857100)|USER_DEBUG|[20]|DEBUG|Case 50041000003lmnpAAA include secret keyword Bodyweight
09:47:12.0 (3863342)|STATEMENT_EXECUTE|[21]
09:47:12.0 (3871103)|VARIABLE_ASSIGNMENT|[17]|keyword|null
09:47:12.0 (3881910)|HEAP_ALLOCATE|[15]|Bytes:5
09:47:12.0 (3892110)|VARIABLE_ASSIGNMENT|[15]|myCase|null|
09:47:12.0 (3926045)|HEAP_ALLOCATE|[28]|Bytes:5
09:47:12.0 (3938032)|HEAP_ALLOCATE|[28]|Bytes:4
09:47:12.0 (3944420)|VARIABLE_SCOPE_BEGIN|[28]|caseWithSecretInfo|Case|true|false
