36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
11:46:02.0 (321915)|USER_INFO|[EXTERNAL]|00541000001IQl9|wjw@stuff.com|Pacific Standard Time|GMT-08:00
11:46:02.0 (356823)|EXECUTION_STARTED
11:46:02.0 (360761)|CODE_UNIT_STARTED|[EXTERNAL]|01q410000019tMZ|CheckSecretInformation on Case trigger event AfterInsert for [50041000003lnbJ]
11:46:02.0 (403476)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:46:02.0 (821262)|HEAP_ALLOCATE|[72]|Bytes:3
11:46:02.0 (856750)|HEAP_ALLOCATE|[77]|Bytes:152
11:46:02.0 (872863)|HEAP_ALLOCATE|[342]|Bytes:408
11:46:02.0 (892844)|HEAP_ALLOCATE|[355]|Bytes:408
11:46:02.0 (911809)|HEAP_ALLOCATE|[467]|Bytes:48
11:46:02.0 (942628)|HEAP_ALLOCATE|[139]|Bytes:6
11:46:02.0 (958835)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:2
11:46:02.0 (1032378)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
11:46:02.0 (1044427)|VARIABLE_SCOPE_BEGIN|[1]|this|CheckSecretInformation|true|false
11:46:02.0 (1102236)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x1e1a41fc
11:46:02.0 (1150361)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
11:46:02.0 (1157442)|VARIABLE_SCOPE_BEGIN|[1]|this|CheckSecretInformation|true|false
11:46:02.0 (1170935)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x1e1a41fc
11:46:02.0 (1177811)|STATEMENT_EXECUTE|[1]
11:46:02.0 (1179761)|STATEMENT_EXECUTE|[3]
11:46:02.0 (1183725)|HEAP_ALLOCATE|[3]|Bytes:44
11:46:02.0 (1214654)|HEAP_ALLOCATE|[50]|Bytes:5
11:46:02.0 (1237376)|HEAP_ALLOCATE|[56]|Bytes:5
11:46:02.0 (1246483)|HEAP_ALLOCATE|[64]|Bytes:7
11:46:02.0 (1288738)|VARIABLE_ASSIGNMENT|[3]|this.childCasesSubject|"Warning: Parent case (24 more) ..."|0x1e1a41fc
11:46:02.0 (1292114)|STATEMENT_EXECUTE|[6]
11:46:02.0 (1296380)|HEAP_ALLOCATE|[6]|Bytes:4
11:46:02.0 (1365585)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:46:02.0 (1385269)|VARIABLE_ASSIGNMENT|[6]|this.secretKeywords|{"s":1,"v":[]}|0x1e1a41fc
11:46:02.0 (1388799)|STATEMENT_EXECUTE|[7]
11:46:02.0 (1400705)|HEAP_ALLOCATE|[7]|Bytes:11
11:46:02.0 (1441844)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:46:02.0 (1452242)|STATEMENT_EXECUTE|[8]
11:46:02.0 (1463250)|HEAP_ALLOCATE|[8]|Bytes:15
11:46:02.0 (1485139)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:46:02.0 (1491719)|STATEMENT_EXECUTE|[9]
11:46:02.0 (1501011)|HEAP_ALLOCATE|[9]|Bytes:3
11:46:02.0 (1521094)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:46:02.0 (1527428)|STATEMENT_EXECUTE|[10]
11:46:02.0 (1536863)|HEAP_ALLOCATE|[10]|Bytes:8
11:46:02.0 (1556231)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:46:02.0 (1562352)|STATEMENT_EXECUTE|[11]
11:46:02.0 (1572009)|HEAP_ALLOCATE|[11]|Bytes:10
11:46:02.0 (1591743)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:46:02.0 (1599330)|STATEMENT_EXECUTE|[16]
11:46:02.0 (1604306)|VARIABLE_SCOPE_BEGIN|[16]|i|Integer|false|false
11:46:02.0 (1609685)|HEAP_ALLOCATE|[16]|Bytes:4
11:46:02.0 (1617601)|VARIABLE_ASSIGNMENT|[16]|i|0
11:46:02.0 (1654787)|STATEMENT_EXECUTE|[16]
11:46:02.0 (1656859)|STATEMENT_EXECUTE|[17]
11:46:02.0 (1683044)|HEAP_ALLOCATE|[17]|Bytes:11
11:46:02.0 (1691965)|VARIABLE_SCOPE_BEGIN|[17]|keyword|String|false|false
11:46:02.0 (1699197)|VARIABLE_ASSIGNMENT|[17]|keyword|"Credit Card"
11:46:02.0 (1701605)|STATEMENT_EXECUTE|[19]
11:46:02.0 (1705635)|HEAP_ALLOCATE|[19]|Bytes:4
11:46:02.0 (1721344)|VARIABLE_SCOPE_BEGIN|[19]|keywordList|List<String>|true|false
11:46:02.0 (1735620)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
