36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
11:58:08.0 (394831)|USER_INFO|[EXTERNAL]|00541000001IQl9|wjw@stuff.com|Pacific Standard Time|GMT-08:00
11:58:08.0 (426872)|EXECUTION_STARTED
11:58:08.0 (431402)|CODE_UNIT_STARTED|[EXTERNAL]|01q410000019tMZ|CheckSecretInformation on Case trigger event AfterInsert for [50041000003lnbd]
11:58:08.0 (474588)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:58:08.0 (906578)|HEAP_ALLOCATE|[72]|Bytes:3
11:58:08.0 (952836)|HEAP_ALLOCATE|[77]|Bytes:152
11:58:08.0 (976377)|HEAP_ALLOCATE|[342]|Bytes:408
11:58:08.0 (1006247)|HEAP_ALLOCATE|[355]|Bytes:408
11:58:08.0 (1036437)|HEAP_ALLOCATE|[467]|Bytes:48
11:58:08.0 (1082479)|HEAP_ALLOCATE|[139]|Bytes:6
11:58:08.0 (1104605)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
11:58:08.0 (1174057)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
11:58:08.0 (1185579)|VARIABLE_SCOPE_BEGIN|[1]|this|CheckSecretInformation|true|false
11:58:08.0 (1238104)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x1ca7c2a3
11:58:08.0 (1284519)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
11:58:08.0 (1292052)|VARIABLE_SCOPE_BEGIN|[1]|this|CheckSecretInformation|true|false
11:58:08.0 (1311442)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x1ca7c2a3
11:58:08.0 (1319524)|STATEMENT_EXECUTE|[1]
11:58:08.0 (1322118)|STATEMENT_EXECUTE|[3]
11:58:08.0 (1327390)|HEAP_ALLOCATE|[3]|Bytes:44
11:58:08.0 (1377662)|HEAP_ALLOCATE|[50]|Bytes:5
11:58:08.0 (1402462)|HEAP_ALLOCATE|[56]|Bytes:5
11:58:08.0 (1411812)|HEAP_ALLOCATE|[64]|Bytes:7
11:58:08.0 (1453075)|VARIABLE_ASSIGNMENT|[3]|this.childCasesSubject|"Warning: Parent case (24 more) ..."|0x1ca7c2a3
11:58:08.0 (1456634)|STATEMENT_EXECUTE|[6]
11:58:08.0 (1461659)|HEAP_ALLOCATE|[6]|Bytes:4
11:58:08.0 (1521185)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:58:08.0 (1545097)|VARIABLE_ASSIGNMENT|[6]|this.secretKeywords|{"s":1,"v":[]}|0x1ca7c2a3
11:58:08.0 (1550330)|STATEMENT_EXECUTE|[7]
11:58:08.0 (1568191)|HEAP_ALLOCATE|[7]|Bytes:11
11:58:08.0 (1612661)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:58:08.0 (1623080)|STATEMENT_EXECUTE|[8]
11:58:08.0 (1635437)|HEAP_ALLOCATE|[8]|Bytes:15
11:58:08.0 (1658234)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:58:08.0 (1665458)|STATEMENT_EXECUTE|[9]
11:58:08.0 (1675356)|HEAP_ALLOCATE|[9]|Bytes:3
11:58:08.0 (1695893)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:58:08.0 (1702476)|STATEMENT_EXECUTE|[10]
11:58:08.0 (1712157)|HEAP_ALLOCATE|[10]|Bytes:8
11:58:08.0 (1733128)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:58:08.0 (1739399)|STATEMENT_EXECUTE|[11]
11:58:08.0 (1749537)|HEAP_ALLOCATE|[11]|Bytes:10
11:58:08.0 (1773355)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:58:08.0 (1782540)|STATEMENT_EXECUTE|[16]
11:58:08.0 (1788746)|VARIABLE_SCOPE_BEGIN|[16]|i|Integer|false|false
11:58:08.0 (1793693)|HEAP_ALLOCATE|[16]|Bytes:4
11:58:08.0 (1801678)|VARIABLE_ASSIGNMENT|[16]|i|0
11:58:08.0 (1833652)|STATEMENT_EXECUTE|[16]
11:58:08.0 (1835563)|STATEMENT_EXECUTE|[17]
11:58:08.0 (1863148)|HEAP_ALLOCATE|[17]|Bytes:11
11:58:08.0 (1871738)|VARIABLE_SCOPE_BEGIN|[17]|keyword|String|false|false
11:58:08.0 (1878754)|VARIABLE_ASSIGNMENT|[17]|keyword|"Credit Card"
11:58:08.0 (1881360)|STATEMENT_EXECUTE|[19]
11:58:08.0 (1893380)|HEAP_ALLOCATE|[19]|Bytes:4
11:58:08.0 (1933330)|VARIABLE_SCOPE_BEGIN|[19]|keywordList|Set<String>|true|false
11:58:08.0 (1968889)|VARIABLE_ASSIGNMENT|[19]|keywordList|{"s":1,"v":[]}|0x796494e0
11:58:08.0 (1972366)|STATEMENT_EXECUTE|[20]
11:58:08.0 (2000256)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:58:08.0 (2009774)|STATEMENT_EXECUTE|[21]
11:58:08.0 (2014181)|HEAP_ALLOCATE|[21]|Bytes:7
11:58:08.0 (2080652)|HEAP_ALLOCATE|[21]|Bytes:13
11:58:08.0 (2112319)|HEAP_ALLOCATE|[21]|Bytes:20
11:58:08.0 (2140624)|USER_DEBUG|[21]|DEBUG|Here : {Credit Card}
11:58:08.0 (2147105)|STATEMENT_EXECUTE|[23]
11:58:08.0 (2196753)|HEAP_ALLOCATE|[23]|Bytes:4
11:58:08.0 (2260866)|VARIABLE_SCOPE_BEGIN|[23]|casesWithSecretInfo|List<Case>|true|false
11:58:08.0 (2267893)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:58:08.0 (2279180)|VARIABLE_ASSIGNMENT|[23]|casesWithSecretInfo|{"s":1,"v":[]}|0x3683a53e
11:58:08.0 (2470079)|HEAP_ALLOCATE|[24]|Bytes:5
11:58:08.0 (2508650)|VARIABLE_SCOPE_BEGIN|[24]|myCase|Case|true|false
11:58:08.0 (3255245)|VARIABLE_ASSIGNMENT|[24]|myCase|{"Origin":"Phone","Status":"New","LastModifiedDate":"2016-12-29T19:58:08.000Z","IsDeleted":false,"Description":"SSN Passport","Priority":"Medium","Product_Has_Extended (12 more) ...":false,"IsClosed":false,"SystemModstamp":"2016-12-29T19:58:08.000Z","BusinessHoursId":"01m41000000XnfnAAC","CreatedById":"00541000001IQl9AAG","IsEscalated":false,"OwnerId":"00541000001IQl9AAG","CreatedDate":"2016-12-29T19:58:08.000Z","IsClosedOnCreate":false,"CaseNumber":"00001101","Id":"50041000003lnbdAAA","LastModifiedById":"00541000001IQl9AAG"}|0x39a3459c
11:58:08.0 (3265560)|STATEMENT_EXECUTE|[24]
11:58:08.0 (3296000)|STATEMENT_EXECUTE|[25]
11:58:08.0 (3372203)|STATEMENT_EXECUTE|[27]
11:58:08.0 (3386424)|HEAP_ALLOCATE|[24]|Bytes:5
11:58:08.0 (3401482)|VARIABLE_ASSIGNMENT|[24]|myCase|null|
11:58:08.0 (3404695)|STATEMENT_EXECUTE|[37]
11:58:08.0 (3409399)|HEAP_ALLOCATE|[37]|Bytes:4
11:58:08.0 (3446847)|VARIABLE_SCOPE_BEGIN|[37]|casesToCreate|List<Case>|true|false
11:58:08.0 (3456648)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:58:08.0 (3470117)|VARIABLE_ASSIGNMENT|[37]|casesToCreate|{"s":1,"v":[]}|0x1222bdc3
11:58:08.0 (3505621)|HEAP_ALLOCATE|[38]|Bytes:5
11:58:08.0 (3519647)|VARIABLE_ASSIGNMENT|[38]|caseWithSecretInfo|null|
11:58:08.0 (3522844)|STATEMENT_EXECUTE|[38]
11:58:08.0 (3524044)|STATEMENT_EXECUTE|[47]
11:58:08.0 (3602814)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:58:08.0 (3611255)|HEAP_ALLOCATE|[16]|Bytes:4
11:58:08.0 (3618488)|VARIABLE_ASSIGNMENT|[16]|i|1
11:58:08.0 (3635642)|STATEMENT_EXECUTE|[16]
11:58:08.0 (3637247)|STATEMENT_EXECUTE|[17]
11:58:08.0 (3645447)|HEAP_ALLOCATE|[17]|Bytes:15
11:58:08.0 (3652037)|VARIABLE_SCOPE_BEGIN|[17]|keyword|String|false|false
11:58:08.0 (3658455)|VARIABLE_ASSIGNMENT|[17]|keyword|"Social Security"
11:58:08.0 (3660415)|STATEMENT_EXECUTE|[19]
11:58:08.0 (3664402)|HEAP_ALLOCATE|[19]|Bytes:4
11:58:08.0 (3673390)|VARIABLE_SCOPE_BEGIN|[19]|keywordList|Set<String>|true|false
11:58:08.0 (3687742)|VARIABLE_ASSIGNMENT|[19]|keywordList|{"s":1,"v":[]}|0x161f2239
11:58:08.0 (3690241)|STATEMENT_EXECUTE|[20]
11:58:08.0 (3697619)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:58:08.0 (3702859)|STATEMENT_EXECUTE|[21]
11:58:08.0 (3718155)|HEAP_ALLOCATE|[21]|Bytes:17
11:58:08.0 (3728901)|HEAP_ALLOCATE|[21]|Bytes:24
11:58:08.0 (3737208)|USER_DEBUG|[21]|DEBUG|Here : {Social Security}
11:58:08.0 (3741936)|STATEMENT_EXECUTE|[23]
11:58:08.0 (3745579)|HEAP_ALLOCATE|[23]|Bytes:4
11:58:08.0 (3754416)|VARIABLE_SCOPE_BEGIN|[23]|casesWithSecretInfo|List<Case>|true|false
11:58:08.0 (3760038)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
11:58:08.0 (3771293)|VARIABLE_ASSIGNMENT|[23]|casesWithSecretInfo|{"s":1,"v":[]}|0x439a131e
11:58:08.0 (3805104)|HEAP_ALLOCATE|[24]|Bytes:5
11:58:08.0 (3827617)|VARIABLE_SCOPE_BEGIN|[24]|myCase|Case|true|false
