36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
08:54:14.0 (81814)|USER_INFO|[EXTERNAL]|00541000001IQl9|wjw@stuff.com|Pacific Standard Time|GMT-08:00
08:54:14.0 (116323)|EXECUTION_STARTED
08:54:14.0 (122461)|CODE_UNIT_STARTED|[EXTERNAL]|TRIGGERS
08:54:14.0 (163812)|CODE_UNIT_STARTED|[EXTERNAL]|01q410000019tMZ|CheckSecretInformation on Case trigger event BeforeUpdate for [50041000003lmnp]
08:54:14.0 (217045)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
08:54:14.0 (379033)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
08:54:14.0 (908823)|HEAP_ALLOCATE|[72]|Bytes:3
08:54:14.0 (955254)|HEAP_ALLOCATE|[77]|Bytes:152
08:54:14.0 (977254)|HEAP_ALLOCATE|[342]|Bytes:408
08:54:14.0 (1007536)|HEAP_ALLOCATE|[355]|Bytes:408
08:54:14.0 (1042197)|HEAP_ALLOCATE|[467]|Bytes:48
08:54:14.0 (1091459)|HEAP_ALLOCATE|[139]|Bytes:6
08:54:14.0 (1121276)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:2
08:54:14.0 (1133047)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
08:54:14.0 (1144869)|VARIABLE_SCOPE_BEGIN|[1]|this|CheckSecretInformation|true|false
08:54:14.0 (1355614)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x2dc4460f
08:54:14.0 (1398484)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
08:54:14.0 (1406099)|VARIABLE_SCOPE_BEGIN|[1]|this|CheckSecretInformation|true|false
08:54:14.0 (1419739)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x2dc4460f
08:54:14.0 (1426328)|STATEMENT_EXECUTE|[1]
08:54:14.0 (1428161)|STATEMENT_EXECUTE|[4]
08:54:14.0 (1437125)|HEAP_ALLOCATE|[4]|Bytes:4
08:54:14.0 (1514310)|HEAP_ALLOCATE|[50]|Bytes:5
08:54:14.0 (1547415)|HEAP_ALLOCATE|[56]|Bytes:5
08:54:14.0 (1563610)|HEAP_ALLOCATE|[64]|Bytes:7
08:54:14.0 (1695056)|VARIABLE_ASSIGNMENT|[4]|this.secretKeywords|{"s":1,"v":[]}|0x2dc4460f
08:54:14.0 (1700870)|STATEMENT_EXECUTE|[5]
08:54:14.0 (1719428)|HEAP_ALLOCATE|[5]|Bytes:11
08:54:14.0 (1774165)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
08:54:14.0 (1790466)|STATEMENT_EXECUTE|[6]
08:54:14.0 (1807852)|HEAP_ALLOCATE|[6]|Bytes:15
08:54:14.0 (1844702)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
08:54:14.0 (1856625)|STATEMENT_EXECUTE|[7]
08:54:14.0 (1872750)|HEAP_ALLOCATE|[7]|Bytes:3
08:54:14.0 (1908276)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
08:54:14.0 (1919210)|STATEMENT_EXECUTE|[8]
08:54:14.0 (1935086)|HEAP_ALLOCATE|[8]|Bytes:8
08:54:14.0 (1972641)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
08:54:14.0 (1984335)|STATEMENT_EXECUTE|[9]
08:54:14.0 (1999724)|HEAP_ALLOCATE|[9]|Bytes:10
08:54:14.0 (2035806)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
08:54:14.0 (2044922)|STATEMENT_EXECUTE|[12]
08:54:14.0 (2050605)|HEAP_ALLOCATE|[12]|Bytes:4
08:54:14.0 (2148126)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
08:54:14.0 (2166824)|VARIABLE_ASSIGNMENT|[12]|this.casesWithSecretInfo|{"s":1,"v":[]}|0x2dc4460f
08:54:14.0 (2394479)|HEAP_ALLOCATE|[13]|Bytes:5
08:54:14.0 (2430684)|HEAP_ALLOCATE|[13]|Bytes:4
08:54:14.0 (2440295)|VARIABLE_SCOPE_BEGIN|[13]|myCase|Case|true|false
08:54:14.0 (3126463)|VARIABLE_ASSIGNMENT|[13]|myCase|{"Origin":"Phone","Status":"New","LastModifiedDate":"2016-12-29T16:46:55.000Z","IsDeleted":false,"Description":"BODYWEIGHT!","Priority":"Medium","Product_Has_Extended (12 more) ...":false,"IsClosed":false,"SystemModstamp":"2016-12-29T16:46:55.000Z","BusinessHoursId":"01m41000000XnfnAAC","CreatedById":"00541000001IQl9AAG","IsEscalated":false,"OwnerId":"00541000001IQl9AAG","CreatedDate":"2016-12-29T16:43:09.000Z","IsClosedOnCreate":false,"CaseNumber":"00001031","Id":"50041000003lmnpAAA","LastModifiedById":"00541000001IQl9AAG"}|0x314de135
08:54:14.0 (3135902)|STATEMENT_EXECUTE|[13]
08:54:14.0 (3145946)|HEAP_ALLOCATE|[14]|Bytes:4
08:54:14.0 (3187699)|HEAP_ALLOCATE|[14]|Bytes:20
08:54:14.0 (3211748)|HEAP_ALLOCATE|[14]|Bytes:5
08:54:14.0 (3224789)|VARIABLE_SCOPE_BEGIN|[14]|keyword|String|false|false
08:54:14.0 (3232523)|VARIABLE_ASSIGNMENT|[14]|keyword|"Credit Card"
08:54:14.0 (3235286)|STATEMENT_EXECUTE|[14]
08:54:14.0 (3322537)|STATEMENT_EXECUTE|[15]
08:54:14.0 (3334537)|HEAP_ALLOCATE|[14]|Bytes:5
08:54:14.0 (3345759)|VARIABLE_SCOPE_BEGIN|[14]|keyword|String|false|false
08:54:14.0 (3352867)|VARIABLE_ASSIGNMENT|[14]|keyword|"Social Security"
08:54:14.0 (3355259)|STATEMENT_EXECUTE|[14]
08:54:14.0 (3375865)|STATEMENT_EXECUTE|[15]
08:54:14.0 (3385063)|HEAP_ALLOCATE|[14]|Bytes:5
08:54:14.0 (3394902)|VARIABLE_SCOPE_BEGIN|[14]|keyword|String|false|false
08:54:14.0 (3400607)|VARIABLE_ASSIGNMENT|[14]|keyword|"SSN"
08:54:14.0 (3402825)|STATEMENT_EXECUTE|[14]
08:54:14.0 (3421633)|STATEMENT_EXECUTE|[15]
08:54:14.0 (3430188)|HEAP_ALLOCATE|[14]|Bytes:5
08:54:14.0 (3439495)|VARIABLE_SCOPE_BEGIN|[14]|keyword|String|false|false
08:54:14.0 (3445091)|VARIABLE_ASSIGNMENT|[14]|keyword|"Passport"
08:54:14.0 (3447468)|STATEMENT_EXECUTE|[14]
08:54:14.0 (3468968)|STATEMENT_EXECUTE|[15]
08:54:14.0 (3478743)|HEAP_ALLOCATE|[14]|Bytes:5
08:54:14.0 (3488354)|VARIABLE_SCOPE_BEGIN|[14]|keyword|String|false|false
08:54:14.0 (3494147)|VARIABLE_ASSIGNMENT|[14]|keyword|"Bodyweight"
08:54:14.0 (3496462)|STATEMENT_EXECUTE|[14]
08:54:14.0 (3515936)|STATEMENT_EXECUTE|[15]
08:54:14.0 (3517697)|STATEMENT_EXECUTE|[16]
08:54:14.0 (3550599)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
08:54:14.0 (3557916)|STATEMENT_EXECUTE|[17]
08:54:14.0 (3561755)|HEAP_ALLOCATE|[17]|Bytes:5
08:54:14.0 (3617925)|HEAP_ALLOCATE|[17]|Bytes:18
08:54:14.0 (3632934)|HEAP_ALLOCATE|[17]|Bytes:24
08:54:14.0 (3644140)|HEAP_ALLOCATE|[17]|Bytes:57
08:54:14.0 (3665551)|USER_DEBUG|[17]|DEBUG|Case 50041000003lmnpAAA include secret keyword Bodyweight
08:54:14.0 (3671752)|STATEMENT_EXECUTE|[18]
08:54:14.0 (3678927)|VARIABLE_ASSIGNMENT|[14]|keyword|null
08:54:14.0 (3690026)|HEAP_ALLOCATE|[13]|Bytes:5
08:54:14.0 (3700924)|VARIABLE_ASSIGNMENT|[13]|myCase|null|
