36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
12:44:39.0 (686494)|USER_INFO|[EXTERNAL]|00541000001IQl9|wjw@stuff.com|Pacific Standard Time|GMT-08:00
12:44:39.0 (736334)|EXECUTION_STARTED
12:44:39.0 (743657)|CODE_UNIT_STARTED|[EXTERNAL]|01p4100000EPmyd|LeadingCompetitorTest.createOppWithCompetitors
12:44:39.0 (1043399)|HEAP_ALLOCATE|[72]|Bytes:3
12:44:39.0 (1119581)|HEAP_ALLOCATE|[77]|Bytes:152
12:44:39.0 (1147722)|HEAP_ALLOCATE|[342]|Bytes:408
12:44:39.0 (1185922)|HEAP_ALLOCATE|[355]|Bytes:408
12:44:39.0 (1222074)|HEAP_ALLOCATE|[467]|Bytes:48
12:44:39.0 (1268037)|HEAP_ALLOCATE|[139]|Bytes:6
12:44:39.0 (1298978)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:31
12:44:39.0 (1389861)|METHOD_ENTRY|[2]|01p4100000EPmyd|LeadingCompetitorTest.LeadingCompetitorTest()
12:44:39.0 (1396642)|STATEMENT_EXECUTE|[2]
12:44:39.0 (1403091)|STATEMENT_EXECUTE|[2]
12:44:39.0 (1428562)|METHOD_EXIT|[2]|LeadingCompetitorTest
12:44:39.0 (1485699)|HEAP_ALLOCATE|[50]|Bytes:5
12:44:39.0 (1519599)|HEAP_ALLOCATE|[56]|Bytes:5
12:44:39.0 (1535009)|HEAP_ALLOCATE|[64]|Bytes:7
12:44:39.0 (1575867)|STATEMENT_EXECUTE|[4]
12:44:39.0 (1578047)|STATEMENT_EXECUTE|[6]
12:44:39.0 (1620543)|HEAP_ALLOCATE|[6]|Bytes:4
12:44:39.0 (1720705)|VARIABLE_SCOPE_BEGIN|[6]|opp|Opportunity|true|false
12:44:39.0 (1757666)|VARIABLE_ASSIGNMENT|[6]|opp|{}|0x3248a889
12:44:39.0 (1761003)|STATEMENT_EXECUTE|[7]
12:44:39.0 (1765335)|HEAP_ALLOCATE|[7]|Bytes:8
12:44:39.0 (1829118)|VARIABLE_ASSIGNMENT|[7]|this.Name|"Big Deal"|0x3248a889
12:44:39.0 (1832568)|STATEMENT_EXECUTE|[8]
12:44:39.0 (1894752)|HEAP_ALLOCATE|[8]|Bytes:4
12:44:39.0 (1968183)|VARIABLE_ASSIGNMENT|[8]|this.CloseDate|"2016-12-29T00:00:00.000Z"|0x3248a889
12:44:39.0 (1972072)|STATEMENT_EXECUTE|[9]
12:44:39.0 (1976592)|HEAP_ALLOCATE|[9]|Bytes:11
12:44:39.0 (2008417)|VARIABLE_ASSIGNMENT|[9]|this.StageName|"Prospecting"|0x3248a889
12:44:39.0 (2012543)|STATEMENT_EXECUTE|[12]
12:44:39.0 (2042216)|HEAP_ALLOCATE|[12]|Bytes:28
12:44:39.0 (2083734)|VARIABLE_ASSIGNMENT|[12]|this.Competitor_1_Price__c|5000|0x3248a889
12:44:39.0 (2087616)|STATEMENT_EXECUTE|[13]
12:44:39.0 (2096675)|HEAP_ALLOCATE|[13]|Bytes:28
12:44:39.0 (2129285)|VARIABLE_ASSIGNMENT|[13]|this.Competitor_2_Price__c|15000|0x3248a889
12:44:39.0 (2132544)|STATEMENT_EXECUTE|[14]
12:44:39.0 (2140924)|HEAP_ALLOCATE|[14]|Bytes:28
12:44:39.0 (2171568)|VARIABLE_ASSIGNMENT|[14]|this.Competitor_3_Price__c|25000|0x3248a889
12:44:39.0 (2174676)|STATEMENT_EXECUTE|[17]
12:44:39.0 (2178705)|HEAP_ALLOCATE|[17]|Bytes:6
12:44:39.0 (2206749)|VARIABLE_ASSIGNMENT|[17]|this.Competitor_1__c|"Amazon"|0x3248a889
12:44:39.0 (2210009)|STATEMENT_EXECUTE|[18]
12:44:39.0 (2213752)|HEAP_ALLOCATE|[18]|Bytes:6
