36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WORKFLOW,INFO
11:49:18.1 (1378732)|USER_INFO|[EXTERNAL]|00541000001IQl9|wjw@stuff.com|Pacific Standard Time|GMT-08:00
11:49:18.1 (1418187)|EXECUTION_STARTED
11:49:18.1 (1429308)|CODE_UNIT_STARTED|[EXTERNAL]|01q410000019tMZ|CheckSecretInformation on Case trigger event AfterInsert for [50041000003lnbT]
11:49:18.1 (1603205)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
11:49:18.1 (2181755)|HEAP_ALLOCATE|[72]|Bytes:3
11:49:18.1 (2234435)|HEAP_ALLOCATE|[77]|Bytes:152
11:49:18.1 (2256321)|HEAP_ALLOCATE|[342]|Bytes:408
11:49:18.1 (2284764)|HEAP_ALLOCATE|[355]|Bytes:408
11:49:18.1 (2314959)|HEAP_ALLOCATE|[467]|Bytes:48
11:49:18.1 (2354068)|HEAP_ALLOCATE|[139]|Bytes:6
11:49:18.1 (2379193)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:2
11:49:18.1 (2510616)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
11:49:18.1 (2521835)|VARIABLE_SCOPE_BEGIN|[1]|this|CheckSecretInformation|true|false
11:49:18.1 (2596915)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x65a0dcc2
11:49:18.1 (2663207)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
11:49:18.1 (2671675)|VARIABLE_SCOPE_BEGIN|[1]|this|CheckSecretInformation|true|false
11:49:18.1 (2689643)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x65a0dcc2
11:49:18.1 (2696677)|STATEMENT_EXECUTE|[1]
11:49:18.1 (2698550)|STATEMENT_EXECUTE|[3]
11:49:18.1 (2703133)|HEAP_ALLOCATE|[3]|Bytes:44
11:49:18.1 (2737906)|HEAP_ALLOCATE|[50]|Bytes:5
11:49:18.1 (2762078)|HEAP_ALLOCATE|[56]|Bytes:5
11:49:18.1 (2784677)|HEAP_ALLOCATE|[64]|Bytes:7
11:49:18.1 (2836499)|VARIABLE_ASSIGNMENT|[3]|this.childCasesSubject|"Warning: Parent case (24 more) ..."|0x65a0dcc2
